case_id,group_name,texture,phase_run_id,scenario_name,scenario_note,schedule_name,variant_name,h_init_common,max_iter,rescue_iter,tol,omega_default,max_dh_default,Q_Lh,emitter_radius_cm,fw_threshold,t_final_h,depth_cm,radial_extent_cm,width_cm,volume_cm3,shape_ratio,nonconv_ratio,storage_ratio,rescued_steps,runtime_s,numerical_quality,var_name,var_value,x_for_plot,depth_rel_pct,radial_rel_pct,volume_rel_pct
a39b8037b7032d61,sens_phys,Loam,M3_R1,Loam_re_+0.20,Physical sensitivity on emitter_radius_cm,medium_safe_track,medium_A,-60.0,70,95,0.0006,0.25,14.0,1.0,1.7999999999999998,0.5,3.0,18.5,23.5,47.0,20037.0779445957,0.7872340425531915,0.1382228490832158,0.9438654111694608,0,794.1721138954163,Moderate,emitter_radius_cm,0.2,20.0,0.0,0.0,0.0
aa1d2b672488bbe1,sens_phys,Loam,M3_R1,Loam_re_+0.30,Physical sensitivity on emitter_radius_cm,medium_safe_track,medium_A,-60.0,70,95,0.0006,0.25,14.0,1.0,1.95,0.5,3.0,18.5,23.5,47.0,20037.0779445957,0.7872340425531915,0.1354019746121297,0.943910110971211,0,790.7969715595245,Moderate,emitter_radius_cm,0.3,30.0,0.0,0.0,0.0
5516e27b482ee08e,sens_phys,Clay Loam,C5_R1,Clay Loam_Ks_-0.30,Physical sensitivity on Ks,fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,26.5,31.5,63.0,54735.968803494965,0.8412698412698413,0.5486725663716814,0.964157885340973,0,2436.008439064026,Unreliable,Ks,-0.3,-30.0,0.0,-3.076923076923077,-1.0506587914584364
6db7037a96d97f03,sens_phys,Clay Loam,C5_R1,Clay Loam_Ks_-0.20,Physical sensitivity on Ks,fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,26.5,31.5,63.0,55326.58822236984,0.8412698412698413,0.4837758112094395,0.9629905883216168,2,2452.1509194374084,Unreliable,Ks,-0.2,-20.0,0.0,-3.076923076923077,0.01703771013174364
ad9379433acfe342,sens_phys,Clay Loam,C5_R1,Clay Loam_Ks_-0.10,Physical sensitivity on Ks,fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,26.5,31.5,63.0,55417.69440932395,0.8412698412698413,0.4542772861356932,0.9606557888506682,1,7018.420759677887,Unreliable,Ks,-0.1,-10.0,0.0,-3.076923076923077,0.1817355747387479
f27305ff16af4f66,sens_phys,Clay Loam,C5_R1,Clay Loam_Ks_+0.10,Physical sensitivity on Ks (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,26.5,32.5,65.0,55307.73866644831,0.8153846153846154,0.3431661750245821,0.9538597898229408,0,2835.728764295578,Low,Ks,0.1,10.0,0.0,0.0,-0.017037710131756794
c37ccb8a032a718c,sens_phys,Clay Loam,C5_R1,Clay Loam_Ks_+0.20,Physical sensitivity on Ks (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,26.5,32.5,65.0,55697.296155493445,0.8153846153846154,0.3205506391347099,0.9513397014347807,0,1776.8384139537811,Low,Ks,0.2,20.0,0.0,0.0,0.6871876419809143
fe1c3e20ee341b39,sens_phys,Clay Loam,C5_R1,Clay Loam_Ks_+0.30,Physical sensitivity on Ks (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,25.5,32.5,65.0,55486.80944770293,0.7846153846153846,0.3136676499508358,0.9482126096121672,0,2081.9433784484863,Low,Ks,0.3,30.0,-3.7735849056603774,0.0,0.3066787823716486
87e7d37dcd6bc793,sens_phys,Clay Loam,C5_R1,Clay Loam_alpha_-0.30,Physical sensitivity on alpha (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,28.5,35.5,71.0,72567.64870527064,0.8028169014084507,0.2458210422812192,0.92825863774658,1,3331.1055405139923,Low,alpha,-0.3,-30.0,7.547169811320755,9.23076923076923,31.18468877782826
c82ab03fe4817f8d,sens_phys,Clay Loam,C5_R1,Clay Loam_alpha_-0.20,Physical sensitivity on alpha (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,27.5,34.5,69.0,65341.9856020141,0.7971014492753623,0.2822025565388397,0.9405780419554612,0,5573.499707460403,Low,alpha,-0.2,-20.0,3.7735849056603774,6.153846153846154,18.12244434348022
2d46020c1dcb64e4,sens_phys,Clay Loam,C5_R1,Clay Loam_alpha_-0.10,Physical sensitivity on alpha (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,27.5,33.5,67.0,60142.649760323,0.8208955223880597,0.3205506391347099,0.9499027613635764,0,4757.061589956284,Low,alpha,-0.1,-10.0,3.7735849056603774,3.076923076923077,8.72330758746024
b2dc239d4585257a,sens_phys,Clay Loam,C5_R1,Clay Loam_alpha_+0.10,Physical sensitivity on alpha (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,25.5,31.5,63.0,51764.02215319902,0.8095238095238095,0.4582104228121927,0.9610039056084372,0,28091.532296419144,Unreliable,alpha,0.1,10.0,-3.7735849056603774,-3.076923076923077,-6.42321671967289
8d6d8b973a126daf,sens_phys,Clay Loam,C5_R1,Clay Loam_alpha_+0.20,Physical sensitivity on alpha (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,25.5,30.5,61.0,48295.703863635885,0.8360655737704918,0.5211406096361848,0.9642078874039892,0,3032.7357337474823,Unreliable,alpha,0.2,20.0,-3.7735849056603774,-6.153846153846154,-12.693094048159942
762e0f00967db944,sens_phys,Clay Loam,C5_R1,Clay Loam_alpha_+0.30,Physical sensitivity on alpha (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,24.5,30.5,61.0,46159.420859194826,0.8032786885245902,0.6342182890855457,0.9648471919217,0,4338.457766532898,Unreliable,alpha,0.3,30.0,-7.547169811320755,-6.153846153846154,-16.554975011358486
f4898b830a5db558,sens_phys,Clay Loam,C5_R1,Clay Loam_n_-0.15,Physical sensitivity on n (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,29.5,38.5,77.0,92796.36380173532,0.7662337662337663,1.0,0.7285429792198235,0,11119.869900941849,Unreliable,n,-0.15,-15.0,11.320754716981131,18.46153846153846,67.75329395729216
3bd4206396be5765,sens_phys,Clay Loam,C5_R1,Clay Loam_n_-0.10,Physical sensitivity on n (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,28.5,37.5,75.0,77496.80757875301,0.76,1.0,0.8838447015359214,0,3424.27653837204,Unreliable,n,-0.1,-10.0,7.547169811320755,15.384615384615385,40.09541117673782
7cb354f238785878,sens_phys,Clay Loam,C5_R1,Clay Loam_n_-0.05,Physical sensitivity on n (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,27.5,34.5,69.0,64566.01221657743,0.7971014492753623,0.9075712881022616,0.936959809587555,1,3261.5942871570587,Unreliable,n,-0.05,-5.0,3.7735849056603774,6.153846153846154,16.719672875965465
c82a55978578996a,sens_phys,Clay Loam,C5_R1,Clay Loam_n_+0.05,Physical sensitivity on n (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,25.5,30.5,61.0,48242.29678852487,0.8360655737704918,0.2222222222222222,0.9545269383397118,0,1787.9499015808103,Moderate,n,0.05,5.0,-3.7735849056603774,-6.153846153846154,-12.78964107223988
4dd19396b2a9f8a4,sens_phys,Clay Loam,C5_R1,Clay Loam_n_+0.10,Physical sensitivity on n (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,24.5,29.5,59.0,43083.80165133042,0.8305084745762712,0.1317600786627335,0.9512863764010322,0,10269.10254573822,High,n,0.1,10.0,-7.547169811320755,-9.23076923076923,-22.114947751022278
abac21d582715d73,sens_phys,Clay Loam,C5_R1,Clay Loam_n_+0.15,Physical sensitivity on n (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,24.5,28.5,57.0,39511.81080419883,0.8596491228070176,0.0963618485742379,0.9481949392338016,0,3844.1882090568542,Moderate,n,0.15,15.0,-7.547169811320755,-12.307692307692308,-28.572239890958656
289d94bbe39fd949,sens_phys,Clay Loam,C5_R1,Clay Loam_fw_0.40,Physical sensitivity on fw_threshold (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.4,3.5,26.5,32.5,65.0,57001.057106733206,0.8153846153846154,0.3726647000983284,0.9565128392296997,1,6329.104349851608,Low,fw_threshold,0.4,0.4,0.0,0.0,3.044070876874139
6552a46437c5c587,sens_phys,Clay Loam,C5_R1,Clay Loam_fw_0.45,Physical sensitivity on fw_threshold (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.3726647000983284,0.9565128392296997,1,2590.762413263321,Low,fw_threshold,0.45,0.45,0.0,0.0,0.03407542026351359
69257080155a83e6,sens_phys,Clay Loam,C5_R1,Clay Loam_fw_0.50,Physical sensitivity on fw_threshold (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.5,3.5,25.5,31.5,63.0,53202.871588543145,0.8095238095238095,0.3726647000983284,0.9565128392296997,1,2527.717692375183,Low,fw_threshold,0.5,0.5,-3.7735849056603774,-3.076923076923077,-3.8221263062244537
80e3ab221c80d5db,sens_phys,Clay Loam,C5_R1,Clay Loam_fw_0.55,Physical sensitivity on fw_threshold (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.55,3.5,25.5,31.5,63.0,51610.08411317312,0.8095238095238095,0.3726647000983284,0.9565128392296997,1,2525.148741722107,Low,fw_threshold,0.55,0.55,-3.7735849056603774,-3.076923076923077,-6.701499318491602
2735455085a5f460,sens_phys,Clay Loam,C5_R1,Clay Loam_fw_0.60,Physical sensitivity on fw_threshold (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.75,0.6,3.5,25.5,31.5,63.0,49392.11969973873,0.8095238095238095,0.3726647000983284,0.9565128392296997,1,2474.76566362381,Low,fw_threshold,0.6,0.6,-3.7735849056603774,-3.076923076923077,-10.71104043616538
15d77945a6ce9f98,sens_phys,Clay Loam,C5_R1,Clay Loam_re_-0.30,Physical sensitivity on emitter_radius_cm (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.225,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.3746312684365782,0.9563300209764732,1,3266.350378036499,Low,emitter_radius_cm,-0.3,-30.0,0.0,0.0,0.03407542026351359
9e1d8def12819dd1,sens_phys,Clay Loam,C5_R1,Clay Loam_re_-0.20,Physical sensitivity on emitter_radius_cm (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.4,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.3687315634218289,0.9566592102206752,1,7558.837018251419,Low,emitter_radius_cm,-0.2,-20.0,0.0,0.0,0.03407542026351359
816271c9a6aef31a,sens_phys,Clay Loam,C5_R1,Clay Loam_re_-0.10,Physical sensitivity on emitter_radius_cm (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.575,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.3726647000983284,0.9566595548173884,1,7617.041375160217,Low,emitter_radius_cm,-0.1,-10.0,0.0,0.0,0.03407542026351359
91ead9f68ec0bf77,sens_phys,Clay Loam,C5_R1,Clay Loam_re_+0.10,Physical sensitivity on emitter_radius_cm (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,1.9250000000000005,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.375614552605703,0.9564669788569488,0,15716.4793074131,Low,emitter_radius_cm,0.1,10.0,0.0,0.0,0.03407542026351359
db7a8ec3d163a4a5,sens_phys,Clay Loam,C5_R1,Clay Loam_re_+0.20,Physical sensitivity on emitter_radius_cm (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,2.1,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.367748279252704,0.9565888934443516,0,5038.520236492157,Low,emitter_radius_cm,0.2,20.0,0.0,0.0,0.03407542026351359
7ec975f179412d45,sens_phys,Clay Loam,C5_R1,Clay Loam_re_+0.30,Physical sensitivity on emitter_radius_cm (resume run),fine_careful_start,candidate_A,-75.0,80,110,0.0006,0.24,13.0,1.0,2.275,0.45,3.5,26.5,32.5,65.0,55336.01300033062,0.8153846153846154,0.3638151425762045,0.9562337754610089,0,2506.511762857437,Low,emitter_radius_cm,0.3,30.0,0.0,0.0,0.03407542026351359
